DEBUG: Room 0, Exit direction 4, destRoomVnum: 3001
DEBUG: Room 7405, Exit direction 2, destRoomVnum: 7406
DEBUG: Room 7406, Exit direction 0, destRoomVnum: 7405
DEBUG: Room 7406, Exit direction 3, destRoomVnum: 7407
DEBUG: Room 7407, Exit direction 0, destRoomVnum: 7408
DEBUG: Room 7407, Exit direction 1, destRoomVnum: 7406
DEBUG: Room 7407, Exit direction 2, destRoomVnum: 7409
DEBUG: Room 7408, Exit direction 0, destRoomVnum: 7403
DEBUG: Room 7408, Exit direction 2, destRoomVnum: 7407
DEBUG: Room 7409, Exit direction 0, destRoomVnum: 7407
DEBUG: Room 7409, Exit direction 3, destRoomVnum: 7410
DEBUG: Room 7410, Exit direction 3, destRoomVnum: 7411
DEBUG: Room 7410, Exit direction 1, destRoomVnum: 7409
DEBUG: Room 7411, Exit direction 0, destRoomVnum: 7414
DEBUG: Room 7411, Exit direction 1, destRoomVnum: 7410
DEBUG: Room 7411, Exit direction 2, destRoomVnum: 7412
DEBUG: Room 7412, Exit direction 0, destRoomVnum: 7411
DEBUG: Room 7412, Exit direction 3, destRoomVnum: 7413
DEBUG: Room 7413, Exit direction 1, destRoomVnum: 7412
DEBUG: Room 7413, Exit direction 3, destRoomVnum: 7445
DEBUG: Room 7414, Exit direction 0, destRoomVnum: 7417
DEBUG: Room 7414, Exit direction 1, destRoomVnum: 7415
DEBUG: Room 7414, Exit direction 2, destRoomVnum: 7411
DEBUG: Room 7415, Exit direction 0, destRoomVnum: 7416
DEBUG: Room 7415, Exit direction 3, destRoomVnum: 7414
DEBUG: Room 7416, Exit direction 2, destRoomVnum: 7415
DEBUG: Room 7417, Exit direction 0, destRoomVnum: 7418
DEBUG: Room 7417, Exit direction 3, destRoomVnum: 7420
DEBUG: Room 7417, Exit direction 2, destRoomVnum: 7414
DEBUG: Room 7418, Exit direction 1, destRoomVnum: 7421
DEBUG: Room 7418, Exit direction 2, destRoomVnum: 7417
DEBUG: Room 7418, Exit direction 3, destRoomVnum: 7419
DEBUG: Room 7419, Exit direction 0, destRoomVnum: 7422
DEBUG: Room 7419, Exit direction 1, destRoomVnum: 7418
DEBUG: Room 7419, Exit direction 2, destRoomVnum: 7420
DEBUG: Room 7420, Exit direction 0, destRoomVnum: 7419
DEBUG: Room 7420, Exit direction 1, destRoomVnum: 7417
DEBUG: Room 7421, Exit direction 3, destRoomVnum: 7418
DEBUG: Room 7421, Exit direction 1, destRoomVnum: 7402
DEBUG: Room 7422, Exit direction 0, destRoomVnum: 7423
DEBUG: Room 7422, Exit direction 2, destRoomVnum: 7419
DEBUG: Room 7422, Exit direction 3, destRoomVnum: 7436
DEBUG: Room 7423, Exit direction 1, destRoomVnum: 7424
DEBUG: Room 7423, Exit direction 2, destRoomVnum: 7422
DEBUG: Room 7424, Exit direction 3, destRoomVnum: 7423
DEBUG: Room 7424, Exit direction 1, destRoomVnum: 7425
DEBUG: Room 7425, Exit direction 3, destRoomVnum: 7424
DEBUG: Room 7425, Exit direction 1, destRoomVnum: 7426
DEBUG: Room 7426, Exit direction 0, destRoomVnum: 7431
DEBUG: Room 7426, Exit direction 1, destRoomVnum: 7430
DEBUG: Room 7426, Exit direction 2, destRoomVnum: 7427
DEBUG: Room 7426, Exit direction 3, destRoomVnum: 7425
DEBUG: Room 7427, Exit direction 0, destRoomVnum: 7426
DEBUG: Room 7427, Exit direction 1, destRoomVnum: 7428
DEBUG: Room 7428, Exit direction 0, destRoomVnum: 7429
DEBUG: Room 7428, Exit direction 3, destRoomVnum: 7427
DEBUG: Room 7429, Exit direction 2, destRoomVnum: 7428
DEBUG: Room 7429, Exit direction 3, destRoomVnum: 7430
DEBUG: Room 7430, Exit direction 1, destRoomVnum: 7429
DEBUG: Room 7430, Exit direction 3, destRoomVnum: 7426
DEBUG: Room 7431, Exit direction 1, destRoomVnum: 7432
DEBUG: Room 7431, Exit direction 2, destRoomVnum: 7426
DEBUG: Room 7431, Exit direction 3, destRoomVnum: 7433
DEBUG: Room 7432, Exit direction 3, destRoomVnum: 7431
DEBUG: Room 7433, Exit direction 1, destRoomVnum: 7431
DEBUG: Room 7433, Exit direction 3, destRoomVnum: 7434
DEBUG: Room 7434, Exit direction 2, destRoomVnum: 7435
DEBUG: Room 7434, Exit direction 5, destRoomVnum: -1
DEBUG: Room 7435, Exit direction 0, destRoomVnum: 7434
DEBUG: Room 7435, Exit direction 2, destRoomVnum: 7436
DEBUG: Room 7436, Exit direction 0, destRoomVnum: 7435
DEBUG: Room 7436, Exit direction 2, destRoomVnum: 7437
DEBUG: Room 7436, Exit direction 1, destRoomVnum: 7422
DEBUG: Room 7437, Exit direction 0, destRoomVnum: 7436
DEBUG: Room 7437, Exit direction 2, destRoomVnum: 7438
DEBUG: Room 7437, Exit direction 3, destRoomVnum: 7439
DEBUG: Room 7438, Exit direction 0, destRoomVnum: 7437
DEBUG: Room 7438, Exit direction 3, destRoomVnum: 7440
DEBUG: Room 7439, Exit direction 1, destRoomVnum: 7437
DEBUG: Room 7439, Exit direction 2, destRoomVnum: 7440
DEBUG: Room 7440, Exit direction 0, destRoomVnum: 7439
DEBUG: Room 7440, Exit direction 1, destRoomVnum: 7438
DEBUG: Room 7440, Exit direction 2, destRoomVnum: 7441
DEBUG: Room 7441, Exit direction 0, destRoomVnum: 7440
DEBUG: Room 7441, Exit direction 2, destRoomVnum: 7442
DEBUG: Room 7442, Exit direction 0, destRoomVnum: 7441
DEBUG: Room 7442, Exit direction 1, destRoomVnum: 7443
DEBUG: Room 7442, Exit direction 2, destRoomVnum: 7444
DEBUG: Room 7443, Exit direction 3, destRoomVnum: 7442
DEBUG: Room 7443, Exit direction 2, destRoomVnum: 7445
DEBUG: Room 7444, Exit direction 0, destRoomVnum: 7442
DEBUG: Room 7444, Exit direction 1, destRoomVnum: 7445
DEBUG: Room 7445, Exit direction 0, destRoomVnum: 7443
DEBUG: Room 7445, Exit direction 1, destRoomVnum: 7413
DEBUG: Room 7445, Exit direction 3, destRoomVnum: 7444
DEBUG: Room 7900, Exit direction 0, destRoomVnum: 7901
DEBUG: Room 7900, Exit direction 5, destRoomVnum: 7918
DEBUG: Room 7901, Exit direction 0, destRoomVnum: 7904
DEBUG: Room 7901, Exit direction 1, destRoomVnum: 7910
DEBUG: Room 7901, Exit direction 2, destRoomVnum: 7900
DEBUG: Room 7901, Exit direction 3, destRoomVnum: 7902
DEBUG: Room 7901, Exit direction 4, destRoomVnum: 7909
DEBUG: Room 7902, Exit direction 1, destRoomVnum: 7901
DEBUG: Room 7903, Exit direction 3, destRoomVnum: 7910
DEBUG: Room 7904, Exit direction 0, destRoomVnum: 7906
DEBUG: Room 7904, Exit direction 1, destRoomVnum: 7913
DEBUG: Room 7904, Exit direction 2, destRoomVnum: 7901
DEBUG: Room 7904, Exit direction 3, destRoomVnum: 7905
DEBUG: Room 7905, Exit direction 1, destRoomVnum: 7904
DEBUG: Room 7906, Exit direction 0, destRoomVnum: 7907
DEBUG: Room 7906, Exit direction 1, destRoomVnum: 7908
DEBUG: Room 7906, Exit direction 2, destRoomVnum: 7904
DEBUG: Room 7907, Exit direction 2, destRoomVnum: 7906
DEBUG: Room 7908, Exit direction 3, destRoomVnum: 7906
DEBUG: Room 7909, Exit direction 4, destRoomVnum: 7911
DEBUG: Room 7909, Exit direction 5, destRoomVnum: 7901
DEBUG: Room 7910, Exit direction 1, destRoomVnum: 7903
DEBUG: Room 7910, Exit direction 3, destRoomVnum: 7901
DEBUG: Room 7911, Exit direction 2, destRoomVnum: 7912
DEBUG: Room 7911, Exit direction 5, destRoomVnum: 7909
DEBUG: Room 7912, Exit direction 0, destRoomVnum: 7911
DEBUG: Room 7912, Exit direction 5, destRoomVnum: -1
DEBUG: Room 7913, Exit direction 3, destRoomVnum: 7904
DEBUG: Room 7914, Exit direction 4, destRoomVnum: 7915
DEBUG: Room 7914, Exit direction 5, destRoomVnum: 3120
DEBUG: Room 7915, Exit direction 4, destRoomVnum: 7916
DEBUG: Room 7915, Exit direction 5, destRoomVnum: 7920
DEBUG: Room 7916, Exit direction 5, destRoomVnum: 7915
DEBUG: Room 7917, Exit direction 4, destRoomVnum: -1
DEBUG: Room 7917, Exit direction 5, destRoomVnum: 7914
DEBUG: Room 7918, Exit direction 4, destRoomVnum: 7900
DEBUG: Room 7918, Exit direction 5, destRoomVnum: 7917
DEBUG: Room 7920, Exit direction 5, destRoomVnum: 3120
DEBUG: Room 7920, Exit direction 1, destRoomVnum: 7915
DEBUG: Room 7920, Exit direction 2, destRoomVnum: 7916
DEBUG: Room 7920, Exit direction 3, destRoomVnum: 7917
DEBUG: Room 7920, Exit direction 4, destRoomVnum: 7918
DEBUG: Room 7920, Exit direction 0, destRoomVnum: 7914
DEBUG: Room 8000, Exit direction 0, destRoomVnum: 8080
DEBUG: Room 8000, Exit direction 1, destRoomVnum: 8001
DEBUG: Room 8000, Exit direction 2, destRoomVnum: 8010
DEBUG: Room 8000, Exit direction 3, destRoomVnum: 8002
DEBUG: Room 8001, Exit direction 0, destRoomVnum: 8071
DEBUG: Room 8001, Exit direction 1, destRoomVnum: 8002
DEBUG: Room 8001, Exit direction 2, destRoomVnum: 8011
DEBUG: Room 8001, Exit direction 3, destRoomVnum: 8000
DEBUG: Room 8001, Exit direction 4, destRoomVnum: 3024
DEBUG: Room 8002, Exit direction 0, destRoomVnum: 8083
DEBUG: Room 8002, Exit direction 1, destRoomVnum: 8000
DEBUG: Room 8002, Exit direction 3, destRoomVnum: 8001
DEBUG: Room 8002, Exit direction 2, destRoomVnum: 8015
DEBUG: Room 8010, Exit direction 0, destRoomVnum: 8000
DEBUG: Room 8010, Exit direction 1, destRoomVnum: 8011
DEBUG: Room 8010, Exit direction 2, destRoomVnum: 8020
DEBUG: Room 8010, Exit direction 3, destRoomVnum: 8015
DEBUG: Room 8010, Exit direction 5, destRoomVnum: 8101
DEBUG: Room 8011, Exit direction 0, destRoomVnum: 8001
DEBUG: Room 8011, Exit direction 1, destRoomVnum: 8012
DEBUG: Room 8011, Exit direction 2, destRoomVnum: 8021
DEBUG: Room 8011, Exit direction 3, destRoomVnum: 8010
DEBUG: Room 8012, Exit direction 0, destRoomVnum: 8001
DEBUG: Room 8012, Exit direction 2, destRoomVnum: 8022
DEBUG: Room 8012, Exit direction 3, destRoomVnum: 8011
DEBUG: Room 8012, Exit direction 4, destRoomVnum: 8110
DEBUG: Room 8012, Exit direction 5, destRoomVnum: 8120
DEBUG: Room 8013, Exit direction 0, destRoomVnum: 8002
DEBUG: Room 8013, Exit direction 1, destRoomVnum: 8014
DEBUG: Room 8013, Exit direction 2, destRoomVnum: 8023
DEBUG: Room 8014, Exit direction 0, destRoomVnum: 8082
DEBUG: Room 8014, Exit direction 1, destRoomVnum: 8015
DEBUG: Room 8014, Exit direction 2, destRoomVnum: 8023
DEBUG: Room 8014, Exit direction 3, destRoomVnum: 8013
DEBUG: Room 8015, Exit direction 0, destRoomVnum: 8002
DEBUG: Room 8015, Exit direction 1, destRoomVnum: 8010
DEBUG: Room 8015, Exit direction 2, destRoomVnum: 8024
DEBUG: Room 8015, Exit direction 3, destRoomVnum: 8014
DEBUG: Room 8020, Exit direction 0, destRoomVnum: 8010
DEBUG: Room 8020, Exit direction 1, destRoomVnum: 8021
DEBUG: Room 8020, Exit direction 2, destRoomVnum: 8050
DEBUG: Room 8020, Exit direction 3, destRoomVnum: 8035
DEBUG: Room 8021, Exit direction 0, destRoomVnum: 8011
DEBUG: Room 8021, Exit direction 1, destRoomVnum: 8022
DEBUG: Room 8021, Exit direction 2, destRoomVnum: 8041
DEBUG: Room 8021, Exit direction 3, destRoomVnum: 8020
DEBUG: Room 8022, Exit direction 0, destRoomVnum: 8012
DEBUG: Room 8022, Exit direction 2, destRoomVnum: 8013
DEBUG: Room 8022, Exit direction 3, destRoomVnum: 8021
DEBUG: Room 8023, Exit direction 0, destRoomVnum: 8013
DEBUG: Room 8023, Exit direction 1, destRoomVnum: 8014
DEBUG: Room 8023, Exit direction 2, destRoomVnum: 8033
DEBUG: Room 8024, Exit direction 0, destRoomVnum: 8015
DEBUG: Room 8024, Exit direction 1, destRoomVnum: 8035
DEBUG: Room 8024, Exit direction 3, destRoomVnum: 8034
DEBUG: Room 8024, Exit direction 5, destRoomVnum: 8123
DEBUG: Room 8032, Exit direction 0, destRoomVnum: 8022
DEBUG: Room 8032, Exit direction 1, destRoomVnum: 8130
DEBUG: Room 8032, Exit direction 2, destRoomVnum: 8041
DEBUG: Room 8032, Exit direction 3, destRoomVnum: 8021
DEBUG: Room 8033, Exit direction 0, destRoomVnum: 8023
DEBUG: Room 8033, Exit direction 3, destRoomVnum: 8130
DEBUG: Room 8033, Exit direction 2, destRoomVnum: 8043
DEBUG: Room 8033, Exit direction 1, destRoomVnum: 8034
DEBUG: Room 8034, Exit direction 0, destRoomVnum: 8024
DEBUG: Room 8034, Exit direction 2, destRoomVnum: 8044
DEBUG: Room 8034, Exit direction 3, destRoomVnum: 8033
DEBUG: Room 8035, Exit direction 0, destRoomVnum: 8024
DEBUG: Room 8035, Exit direction 3, destRoomVnum: 8044
DEBUG: Room 8035, Exit direction 1, destRoomVnum: 8020
DEBUG: Room 8035, Exit direction 2, destRoomVnum: 8045
DEBUG: Room 8041, Exit direction 0, destRoomVnum: 8021
DEBUG: Room 8041, Exit direction 1, destRoomVnum: 8032
DEBUG: Room 8041, Exit direction 2, destRoomVnum: 8051
DEBUG: Room 8041, Exit direction 3, destRoomVnum: 8045
DEBUG: Room 8043, Exit direction 0, destRoomVnum: 8033
DEBUG: Room 8043, Exit direction 2, destRoomVnum: 8054
DEBUG: Room 8043, Exit direction 1, destRoomVnum: 8045
DEBUG: Room 8044, Exit direction 2, destRoomVnum: 8054
DEBUG: Room 8044, Exit direction 1, destRoomVnum: 8035
DEBUG: Room 8044, Exit direction 2, destRoomVnum: 8034
DEBUG: Room 8044, Exit direction 5, destRoomVnum: 8124
DEBUG: Room 8045, Exit direction 1, destRoomVnum: 8041
DEBUG: Room 8045, Exit direction 2, destRoomVnum: 8083
DEBUG: Room 8045, Exit direction 0, destRoomVnum: 8035
DEBUG: Room 8045, Exit direction 3, destRoomVnum: 8043
DEBUG: Room 8045, Exit direction 5, destRoomVnum: 8150
DEBUG: Room 8050, Exit direction 1, destRoomVnum: 8051
DEBUG: Room 8050, Exit direction 3, destRoomVnum: 8053
DEBUG: Room 8050, Exit direction 0, destRoomVnum: 8020
DEBUG: Room 8050, Exit direction 2, destRoomVnum: 8080
DEBUG: Room 8051, Exit direction 2, destRoomVnum: 8061
DEBUG: Room 8051, Exit direction 1, destRoomVnum: 8052
DEBUG: Room 8051, Exit direction 0, destRoomVnum: 8041
DEBUG: Room 8051, Exit direction 3, destRoomVnum: 8050
DEBUG: Room 8052, Exit direction 1, destRoomVnum: 8053
DEBUG: Room 8052, Exit direction 2, destRoomVnum: -1
DEBUG: Room 8052, Exit direction 3, destRoomVnum: 8051
DEBUG: Room 8053, Exit direction 0, destRoomVnum: 8054
DEBUG: Room 8053, Exit direction 1, destRoomVnum: 8050
DEBUG: Room 8053, Exit direction 3, destRoomVnum: 8052
DEBUG: Room 8053, Exit direction 4, destRoomVnum: -1
DEBUG: Room 8054, Exit direction 2, destRoomVnum: 8053
DEBUG: Room 8054, Exit direction 3, destRoomVnum: 8043
DEBUG: Room 8054, Exit direction 0, destRoomVnum: 8044
DEBUG: Room 8054, Exit direction 1, destRoomVnum: 8080
DEBUG: Room 8061, Exit direction 0, destRoomVnum: 8051
DEBUG: Room 8061, Exit direction 1, destRoomVnum: -1
DEBUG: Room 8061, Exit direction 2, destRoomVnum: 8072
DEBUG: Room 8061, Exit direction 3, destRoomVnum: 8071
DEBUG: Room 8071, Exit direction 0, destRoomVnum: 8061
DEBUG: Room 8071, Exit direction 1, destRoomVnum: 8072
DEBUG: Room 8071, Exit direction 2, destRoomVnum: 8001
DEBUG: Room 8071, Exit direction 3, destRoomVnum: 8999
DEBUG: Room 8072, Exit direction 0, destRoomVnum: 8061
DEBUG: Room 8072, Exit direction 1, destRoomVnum: -1
DEBUG: Room 8072, Exit direction 2, destRoomVnum: 8082
DEBUG: Room 8072, Exit direction 3, destRoomVnum: 8071
DEBUG: Room 8080, Exit direction 0, destRoomVnum: 8050
DEBUG: Room 8080, Exit direction 1, destRoomVnum: 8082
DEBUG: Room 8080, Exit direction 2, destRoomVnum: 8000
DEBUG: Room 8080, Exit direction 3, destRoomVnum: 8054
DEBUG: Room 8082, Exit direction 0, destRoomVnum: 8061
DEBUG: Room 8082, Exit direction 1, destRoomVnum: -1
DEBUG: Room 8082, Exit direction 2, destRoomVnum: 8014
DEBUG: Room 8082, Exit direction 3, destRoomVnum: 8080
DEBUG: Room 8083, Exit direction 0, destRoomVnum: 8053
DEBUG: Room 8083, Exit direction 1, destRoomVnum: 8045
DEBUG: Room 8083, Exit direction 2, destRoomVnum: 8002
DEBUG: Room 8083, Exit direction 3, destRoomVnum: 8999
DEBUG: Room 8101, Exit direction 1, destRoomVnum: 8102
DEBUG: Room 8101, Exit direction 2, destRoomVnum: 8103
DEBUG: Room 8101, Exit direction 4, destRoomVnum: 8010
DEBUG: Room 8102, Exit direction 2, destRoomVnum: 8104
DEBUG: Room 8102, Exit direction 3, destRoomVnum: 8101
DEBUG: Room 8103, Exit direction 0, destRoomVnum: 8101
DEBUG: Room 8103, Exit direction 1, destRoomVnum: 8104
DEBUG: Room 8104, Exit direction 0, destRoomVnum: 8102
DEBUG: Room 8104, Exit direction 3, destRoomVnum: 8103
DEBUG: Room 8110, Exit direction 5, destRoomVnum: 8012
DEBUG: Room 8110, Exit direction 2, destRoomVnum: 8111
DEBUG: Room 8111, Exit direction 0, destRoomVnum: 8110
DEBUG: Room 8111, Exit direction 2, destRoomVnum: 8112
DEBUG: Room 8112, Exit direction 0, destRoomVnum: 8110
DEBUG: Room 8112, Exit direction 2, destRoomVnum: 8999
DEBUG: Room 8120, Exit direction 2, destRoomVnum: 8121
DEBUG: Room 8120, Exit direction 5, destRoomVnum: 8104
DEBUG: Room 8121, Exit direction 2, destRoomVnum: 8122
DEBUG: Room 8121, Exit direction 0, destRoomVnum: 8120
DEBUG: Room 8122, Exit direction 0, destRoomVnum: 8121
DEBUG: Room 8122, Exit direction 2, destRoomVnum: 8999
DEBUG: Room 8123, Exit direction 2, destRoomVnum: 8124
DEBUG: Room 8124, Exit direction 0, destRoomVnum: 8123
DEBUG: Room 8124, Exit direction 1, destRoomVnum: 8150
DEBUG: Room 8124, Exit direction 3, destRoomVnum: 8140
DEBUG: Room 8130, Exit direction 1, destRoomVnum: 8033
DEBUG: Room 8130, Exit direction 3, destRoomVnum: 8032
DEBUG: Room 8130, Exit direction 5, destRoomVnum: 8121
DEBUG: Room 8140, Exit direction 1, destRoomVnum: 8124
DEBUG: Room 8150, Exit direction 3, destRoomVnum: 8124
DEBUG: Room 8150, Exit direction 4, destRoomVnum: 8045
